publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name
"German Economic Review","1465-6485","1468-0475",2000-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0475",,"10.1111/(ISSN)1468-0475","","","",""
"German Life and Letters","0016-8777","1468-0483",1997-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0483",,"10.1111/(ISSN)1468-0483","","","",""
"German Research","0172-1526","1522-2322",2001-01-01,23,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2322",,"10.1002/(ISSN)1522-2322","","","",""
"Gerodontology","0734-0664","1741-2358",1997-01-01,14,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-2358",,"10.1111/(ISSN)1741-2358","","","",""
"Glia","0894-1491","1098-1136",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1136",,"10.1002/(ISSN)1098-1136","","","",""
"Global Business and Organizational Excellence","1932-2054","1932-2062",2000-01-01,26,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-2062",,"10.1002/(ISSN)1932-2062","","","",""
"Global Change Biology","1354-1013","1365-2486",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2486",,"10.1111/(ISSN)1365-2486","","","",""
"Global Ecology and Biogeography","1466-822X","1466-8238",1998-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1466-8238",,"10.1111/(ISSN)1466-8238","","","",""
"Global Networks","1470-2266","1471-0374",2001-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-0374",,"10.1111/(ISSN)1471-0374","","","",""
"Global Strategy Journal","2042-5791","2042-5805",2011-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2042-5805",,"10.1002/(ISSN)2042-5805","","","",""
"Governance","0952-1895","1468-0491",1997-01-01,10,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0491",,"10.1111/(ISSN)1468-0491","","","",""
"Government and Opposition","0017-257X","1477-7053",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-7053",,"10.1111/(ISSN)1477-7053","","","",""
"Grass and Forage Science","0142-5242","1365-2494",1997-01-01,52,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2494",,"10.1111/(ISSN)1365-2494","","","",""
"Grassland Science","1744-6961","1744-697X",2005-01-01,51,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-697X",,"10.1111/(ISSN)1744-697X","","","",""
"Greenhouse Gases: Science and Technology","","2152-3878",2011-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2152-3878",,"10.1002/(ISSN)2152-3878","","","",""
"Ground Water","0017-467X","1745-6584",1997-01-01,35,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6584",,"10.1111/(ISSN)1745-6584","","","",""
"Ground Water Monitoring and Remediation","1069-3629","1745-6592",1997-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6592",,"10.1111/(ISSN)1745-6592","","","",""
"Growth and Change","0017-4815","1468-2257",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2257",,"10.1111/(ISSN)1468-2257","","","",""
"Haemophilia","1351-8216","1365-2516",1997-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2516",,"10.1111/(ISSN)1365-2516","","","",""
"Head and Neck: Journal For the Sciences and  Specialties of the Head and Neck","1043-3074","1097-0347",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0347",,"10.1002/(ISSN)1097-0347","","","",""
"Headache","0017-8748","1526-4610",1997-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1526-4610",,"10.1111/(ISSN)1526-4610","","","",""
"Health and Social Care in the Community","0966-0410","1365-2524",1997-01-01,5,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2524",,"10.1111/(ISSN)1365-2524","","","",""
"Health Economics","1057-9230","1099-1050",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1050",,"10.1002/(ISSN)1099-1050","","","",""
"Health Expectations","1369-6513","1369-7625",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1369-7625",,"10.1111/(ISSN)1369-7625","","","",""
"Health information and Libraries Journal","1471-1834","1471-1842",2000-01-01,17,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-1842",,"10.1111/(ISSN)1471-1842","","","free back issues after 3 years back to 2001. Previous title Health Libraries Review conten from 1984-2000",""
"Health Services Research","0017-9124","1475-6773",2002-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6773",,"10.1111/(ISSN)1475-6773","","","",""
"Heat Transfer - Asian Research","1099-2871","1523-1496",1999-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1523-1496",,"10.1002/(ISSN)1523-1496","","","",""
"Helicobacter ","1083-4389","1523-5378",1997-01-01,2,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1523-5378",,"10.1111/(ISSN)1523-5378","","","",""
"Helvetica Chimica Acta","0018-019X","1522-2675",1999-01-01,82,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2675",,"10.1002/(ISSN)1522-2675","","","",""
"Hematological Oncology","0278-0232","1099-1069",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1069",,"10.1002/(ISSN)1099-1069","","","",""
"Hemodialysis International","1492-7535","1542-4758",2003-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-4758",,"10.1111/(ISSN)1542-4758","","","",""
"Hepatology","0270-9139","1527-3350",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1527-3350",,"10.1002/(ISSN)1527-3350","","","free back issues after 1 year back to 1996",""
"Hepatology Research","1386-6346","1872-034X",2007-01-01,37,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1872-034X",,"10.1111/(ISSN)1872-034X","","","",""
"Heteroatom Chemistry","1042-7163","1098-1071",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1071",,"10.1002/(ISSN)1098-1071","","","",""
"Higher Education Abstracts","0748-4364","2150-1092",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2150-1092",,"10.1111/(ISSN)2150-1092","","","",""
"Higher Education Quarterly","0951-5224","1468-2273",1997-01-01,51,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2273",,"10.1111/(ISSN)1468-2273","","","",""
"Hippocampus","1050-9631","1098-1063",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1063",,"10.1002/(ISSN)1098-1063","","","",""
"Histopathology","0309-0167","1365-2559",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2559",,"10.1111/(ISSN)1365-2559","","","",""
"Historical Research","0950-3471","1468-2281",1997-01-01,70,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2281",,"10.1111/(ISSN)1468-2281","","","",""
"History","0018-2648","1468-229X",1997-01-01,82,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-229X",,"10.1111/(ISSN)1468-229X","","","",""
"History and theory","0018-2656","1468-2303",1997-01-01,36,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2303",,"10.1111/(ISSN)1468-2303","","","",""
"History Compass ","","1478-0542",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1478-0542",,"10.1111/(ISSN)1478-0542","","","",""
"History of Education Quarterly","0018-2680","1748-5959",2001-01-01,41,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5959",,"10.1111/(ISSN)1748-5959","","","",""
"HIV Medicine","1464-2662","1468-1293",1999-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-1293",,"10.1111/(ISSN)1468-1293","","","free back issues after 2 years back to 1999",""
"HPB","1365-182X","1477-2574",2001-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-2574",,"10.1111/(ISSN)1477-2574","","","",""
"Human Brain Mapping","1065-9471","1097-0193",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0193",,"10.1002/(ISSN)1097-0193","","","",""
"Human Communication Research","0360-3989","1468-2958",1997-01-01,24,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2958",,"10.1111/(ISSN)1468-2958","","","",""
"Human Factors and Ergonomics in Manufacturing and Service industries","1090-8471","1520-6564",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6564",,"10.1002/(ISSN)1520-6564","","","",""
"Human Mutation","1059-7794","1098-1004",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1004",,"10.1002/(ISSN)1098-1004","","","",""
"Human Psychopharmacology: Clinical and  Experimental","0885-6222","1099-1077",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1077",,"10.1002/(ISSN)1099-1077","","","",""
"Human Resource Development Quarterly","1044-8004","1532-1096",2000-01-01,11,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-1096",,"10.1002/(ISSN)1532-1096","","","",""
"Human Resource Management","0090-4848","1099-050X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-050X",,"10.1002/(ISSN)1099-050X","","","",""
"Human Resource Management Journal","0954-5395","1748-8583",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-8583",,"10.1111/(ISSN)1748-8583","","","",""
"Hydrological Processes","0885-6087","1099-1085",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1085",,"10.1002/(ISSN)1099-1085","","","",""
"Hypatia","0887-5367","1527-2001",1997-01-01,12,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1527-2001",,"10.1111/(ISSN)1527-2001","","","","Indiana University Press"
"Ibis","0019-1019","1474-919X",1997-01-01,139,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1474-919X",,"10.1111/(ISSN)1474-919X","","","",""
"IDS Bulletin","0265-5012","1759-5436",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-5436",,"10.1111/(ISSN)1759-5436","","","",""
"IEEJ Transactions On Electrical and Electronic  Engineering","1931-4973","1931-4981",2006-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1931-4981",,"10.1002/(ISSN)1931-4981","","","",""
"Immunological Reviews","0105-2896","1600-065X",1997-01-01,155,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-065X",,"10.1111/(ISSN)1600-065X","","","",""
"Immunology","0019-2805","1365-2567",1997-01-01,90,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2567",,"10.1111/(ISSN)1365-2567","","","free back issues after 1 year back to 1996",""
"Indoor Air","0905-6947","1600-0668",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0668",,"10.1111/(ISSN)1600-0668","","","",""
"Industrial Relations","0019-8676","1468-232X",1997-01-01,33,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-232X",,"10.1111/(ISSN)1468-232X","","","",""
"Industrial Relations Journal","0019-8692","1468-2338",1997-01-01,28,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2338",,"10.1111/(ISSN)1468-2338","","","",""
"Infancy","1525-0008","1532-7078",2010-01-01,45,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-7078",,"10.1111/(ISSN)1532-7078","","","",""
"Infant and Child Development","1522-7227","1522-7219",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7219",,"10.1002/(ISSN)1522-7219","","","",""
"Infant Mental Health Journal","0163-9641","1097-0355",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0355",,"10.1002/(ISSN)1097-0355","","","",""
"Influenza and Other Respiratory Viruses","1750-2640","1750-2659",2007-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1750-2659",,"10.1111/(ISSN)1750-2659","","","",""
"Information Systems Journal","1350-1917","1365-2575",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2575",,"10.1111/(ISSN)1365-2575","","","",""
"Insect Conservation and Diversity","1752-458X","1752-4598",2008-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-4598",,"10.1111/(ISSN)1752-4598","","","",""
"Insect Molecular Biology","0962-1075","1365-2583",1997-01-01,6,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2583",,"10.1111/(ISSN)1365-2583","","","",""
"Insect Science","1672-9609","1744-7917",1997-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7917",,"10.1111/(ISSN)1744-7917","","","",""
"Integrated Environmental Assessment and Management","1551-3777","1551-3793",2010-01-01,4,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1551-3793",,"10.1002/(ISSN)1551-3793","","","","Society of Environmental Toxicology and Chemistry"
"Integrative Zoology","1749-4877","1749-4877",2006-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-4877",,"10.1111/(ISSN)1749-4877","","","",""
"Intelligent Systems in Accounting, Finance and Management","1055-615X","1099-1174",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1174",,"10.1002/(ISSN)1099-1174","","","",""
"Internal Medicine Journal","1444-0903","1445-5994",1997-01-01,27,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1445-5994",,"10.1111/(ISSN)1445-5994","","","",""
"International Affairs","0020-5850","1468-2346",1998-01-01,74,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2346",,"10.1111/(ISSN)1468-2346","","","",""
"International Dental Journal","0020-6539","1875-595X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1875-595X",,"10.1002/(ISSN)1875-595X","","","",""
"International Economic Review","0020-6598","1468-2354",1999-01-01,40,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2354",,"10.1111/(ISSN)1468-2354","","","",""
"International Endodontic Journal","0143-2885","1365-2591",1997-01-01,30,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2591",,"10.1111/(ISSN)1365-2591","","","",""
"International Finance","1367-0271","1468-2362",1998-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2362",,"10.1111/(ISSN)1468-2362","","","",""
"International Forum of Allergy and Rhinology","2042-6976","2042-6984",2011-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2042-6984",,"10.1002/(ISSN)2042-6984","","","",""
"International insolvency Review","1180-0518","1099-1107",1999-01-01,8,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1107",,"10.1002/(ISSN)1099-1107","","","",""
"International Journal For Numerical and Analytical Methods in Geomechanics","0363-9061","1096-9853",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9853",,"10.1002/(ISSN)1096-9853","","","",""
"International Journal For Numerical Methods in Biomedical Engineering","2040-7939","2040-7947",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0887",,"","","","",""
"International Journal For Numerical Methods in Engineering","0029-5981","1097-0207",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0207",,"10.1002/(ISSN)1097-0207","","","",""
"International Journal For Numerical Methods in Fluids","0271-2091","1097-0363",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0363",,"10.1002/(ISSN)1097-0363","","","",""
"International Journal of Adaptive Control and Signal Processing","0890-6327","1099-1115",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1115",,"10.1002/(ISSN)1099-1115","","","",""
"International Journal of andrology","0105-6263","1365-2605",1997-01-01,20,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2605",,"10.1111/(ISSN)1365-2605","","","",""
"International Journal of Applied Ceramic Technology","1546-542X","1744-7402",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7402",,"10.1111/(ISSN)1744-7402","","","",""
"International Journal of Applied Glass Science","2041-1286","2041-1294",2010-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-1294",,"10.1111/(ISSN)2041-1294","","","",""
"International Journal of Applied Linguistics","0802-6106","1473-4192",1997-01-01,7,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1473-4192",,"10.1111/(ISSN)1473-4192","","","",""
"International Journal of Applied Psychoanalytic  Studies ","1742-3341","1556-9187",2004-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1556-9187",,"10.1002/(ISSN)1556-9187","","","",""
"International Journal of Art and Design Education","1476-8062","1476-8070",1997-01-01,16,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1476-8070",,"10.1111/(ISSN)1476-8070","","","",""
"International Journal of Auditing","1090-6738","1099-1123",1997-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1099-1123",,"10.1111/(ISSN)1099-1123","","","",""
"International Journal of Cancer","0020-7136","1097-0215",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0215",,"10.1002/(ISSN)1097-0215","","","",""
"International Journal of Chemical Kinetics","0538-8066","1097-4601",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4601",,"10.1002/(ISSN)1097-4601","","","",""
"International Journal of Circuit theory and Applications","0098-9886","1097-007X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-007X",,"10.1002/(ISSN)1097-007X","","","",""
"International Journal of Climatology","0899-8418","1097-0088",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0088",,"10.1002/(ISSN)1097-0088","","","",""
"International Journal of Clinical Practice","1368-5031","1742-1241",2004-01-01,58,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-1241",,"10.1111/(ISSN)1742-1241","","","",""
"International Journal of Communication Systems","1074-5351","1099-1131",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1131",,"10.1002/(ISSN)1099-1131","","","",""
"International Journal of Consumer Studies","1470-6423","1470-6431",1997-01-01,22,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1470-6431",,"10.1111/(ISSN)1470-6431","","","",""
"International Journal of Cosmetic Science","0142-5463","1468-2494",1997-01-01,19,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2494",,"10.1111/(ISSN)1468-2494","","","",""
"International Journal of Dairy Technology","1364-727X","1471-0307",1997-01-01,50,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-0307",,"10.1111/(ISSN)1471-0307","","","",""
"International Journal of Dental Hygiene","1601-5029","1601-5037",2003-01-01,1,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1601-5037",,"10.1111/(ISSN)1601-5037","","","",""
"International Journal of Dermatology","0011-9059","1365-4632",1997-01-01,36,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-4632",,"10.1111/(ISSN)1365-4632","","","",""
"International Journal of Eating Disorders","0276-3478","1098-108X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-108X",,"10.1002/(ISSN)1098-108X","","","",""
"International Journal of Energy Research","0363-907X","1099-114X",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-114X",,"10.1002/(ISSN)1099-114X","","","",""
"International Journal of Evidence Based Healthcare","1744-1595","1744-1609",2005-01-01,3,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1609",,"10.1111/(ISSN)1744-1609","","","",""
"International Journal of Experimental Pathology","0959-9673","1365-2613",1997-01-01,78,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2613",,"10.1111/(ISSN)1365-2613","","","",""
"International Journal of Finance and Economics","1076-9307","1099-1158",1997-01-01,,,,,,"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1158",,"10.1002/(ISSN)1099-1158","","","",""
"International Journal of Food Science and Technology","0950-5423","1365-2621",1997-01-01,32,,,,,"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2621",,"10.1111/(ISSN)1365-2621","","","",""
